orcasound_filename,date_time_pstpdt,date_pstpdt,time_pstpdt,date_time_utc,date_utc,time_utc,duration,notes,aws_bucket,latitude,longitude
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.88433,-122.45151
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.88433,-122.45151
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.88433,-122.45151
cand_02y6PnBVSuYkJwnlUYSsjv,2024-10-29_13.06.45,2024-10-29,13.06.45,2024-10-29_20.06.45,2024-10-29,20.06.45,,"J pod, jpod calls, Jpod calls",1730012424.0,47.87071,-122.44128
cand_02y6PzJrGGN0gu9d3Nw0D4,2024-10-29_13.14.53,2024-10-29,13.14.53,2024-10-29_20.14.53,2024-10-29,20.14.53,,jpod call,1730012424.0,47.87071,-122.44128
cand_02y6QCKvwgQzoX0gPTF3KA,2024-10-29_13.23.18,2024-10-29,13.23.18,2024-10-29_20.23.18,2024-10-29,20.23.18,,Jpod call,1730012424.0,47.87071,-122.44128
cand_02y6QHwSwl019lbnvNg1H3,2024-10-29_13.26.59,2024-10-29,13.26.59,2024-10-29_20.26.59,2024-10-29,20.26.59,,jpod call,1730012424.0,47.87071,-122.44128
cand_02y6QVsANIlNV5vG01Ts1b,2024-10-29_13.36.07,2024-10-29,13.36.07,2024-10-29_20.36.07,2024-10-29,20.36.07,,,1730098826.0,47.87071,-122.44128
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.87071,-122.44128
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.87071,-122.44128
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.87071,-122.44128
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.87071,-122.44128
cand_02y6PnBVSuYkJwnlUYSsjv,2024-10-29_13.06.45,2024-10-29,13.06.45,2024-10-29_20.06.45,2024-10-29,20.06.45,,"J pod, jpod calls, Jpod calls",1730012424.0,47.85539,-122.46405
cand_02y6PzJrGGN0gu9d3Nw0D4,2024-10-29_13.14.53,2024-10-29,13.14.53,2024-10-29_20.14.53,2024-10-29,20.14.53,,jpod call,1730012424.0,47.85539,-122.46405
cand_02y6QCKvwgQzoX0gPTF3KA,2024-10-29_13.23.18,2024-10-29,13.23.18,2024-10-29_20.23.18,2024-10-29,20.23.18,,Jpod call,1730012424.0,47.85539,-122.46405
cand_02y6QHwSwl019lbnvNg1H3,2024-10-29_13.26.59,2024-10-29,13.26.59,2024-10-29_20.26.59,2024-10-29,20.26.59,,jpod call,1730012424.0,47.85539,-122.46405
cand_02y6QVsANIlNV5vG01Ts1b,2024-10-29_13.36.07,2024-10-29,13.36.07,2024-10-29_20.36.07,2024-10-29,20.36.07,,,1730098826.0,47.85539,-122.46405
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.85539,-122.46405
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.85539,-122.46405
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.85539,-122.46405
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.85539,-122.46405
cand_02y6PnBVSuYkJwnlUYSsjv,2024-10-29_13.06.45,2024-10-29,13.06.45,2024-10-29_20.06.45,2024-10-29,20.06.45,,"J pod, jpod calls, Jpod calls",1730012424.0,47.81783,-122.46577
cand_02y6PzJrGGN0gu9d3Nw0D4,2024-10-29_13.14.53,2024-10-29,13.14.53,2024-10-29_20.14.53,2024-10-29,20.14.53,,jpod call,1730012424.0,47.81783,-122.46577
cand_02y6QCKvwgQzoX0gPTF3KA,2024-10-29_13.23.18,2024-10-29,13.23.18,2024-10-29_20.23.18,2024-10-29,20.23.18,,Jpod call,1730012424.0,47.81783,-122.46577
cand_02y6QHwSwl019lbnvNg1H3,2024-10-29_13.26.59,2024-10-29,13.26.59,2024-10-29_20.26.59,2024-10-29,20.26.59,,jpod call,1730012424.0,47.81783,-122.46577
cand_02y6QVsANIlNV5vG01Ts1b,2024-10-29_13.36.07,2024-10-29,13.36.07,2024-10-29_20.36.07,2024-10-29,20.36.07,,,1730098826.0,47.81783,-122.46577
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.81783,-122.46577
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.81783,-122.46577
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.81783,-122.46577
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.81783,-122.46577
cand_02y6QCKvwgQzoX0gPTF3KA,2024-10-29_13.23.18,2024-10-29,13.23.18,2024-10-29_20.23.18,2024-10-29,20.23.18,,Jpod call,1730012424.0,47.82232,-122.46465
cand_02y6QHwSwl019lbnvNg1H3,2024-10-29_13.26.59,2024-10-29,13.26.59,2024-10-29_20.26.59,2024-10-29,20.26.59,,jpod call,1730012424.0,47.82232,-122.46465
cand_02y6QVsANIlNV5vG01Ts1b,2024-10-29_13.36.07,2024-10-29,13.36.07,2024-10-29_20.36.07,2024-10-29,20.36.07,,,1730098826.0,47.82232,-122.46465
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.82232,-122.46465
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.82232,-122.46465
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.82232,-122.46465
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.82232,-122.46465
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.80791,-122.45255
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.80791,-122.45255
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.80791,-122.45255
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.80791,-122.45255
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.81575,-122.45203
cand_02y6TkDFMUDLG1r40C34SY,2024-10-29_14.33.50,2024-10-29,14.33.50,2024-10-29_21.33.50,2024-10-29,21.33.50,,,1730185224.0,47.82082,-122.46413
cand_02y7qnvmEFcV3M6tGfJVf0,2024-11-01_01.33.55,2024-11-01,01.33.55,2024-11-01_08.33.55,2024-11-01,08.33.55,,Faint calls?,1730185224.0,47.86252,-122.39559
cand_02y8djE1aEhTIbA1xU9FJc,2024-11-02_10.47.38,2024-11-02,10.47.38,2024-11-02_17.47.38,2024-11-02,17.47.38,,,1730444426.0,47.76913,-122.43728
cand_02y8djE1aEhTIbA1xU9FJc,2024-11-02_10.47.38,2024-11-02,10.47.38,2024-11-02_17.47.38,2024-11-02,17.47.38,,,1730444426.0,47.78344,-122.43934
cand_02y8e225DUl3FAsxU4jR6n,2024-11-02_10.59.44,2024-11-02,10.59.44,2024-11-02_17.59.44,2024-11-02,17.59.44,,"faint whistles/echolocation SRKWs in area, Squealing, Faint killer whale calls",1730444426.0,47.78344,-122.43934
cand_02y8eFvA3MqlwG8HgVwipv,2024-11-02_11.08.59,2024-11-02,11.08.59,2024-11-02_18.08.59,2024-11-02,18.08.59,,whistles,1730530831.0,47.78344,-122.43934
cand_02y8djE1aEhTIbA1xU9FJc,2024-11-02_10.47.38,2024-11-02,10.47.38,2024-11-02_17.47.38,2024-11-02,17.47.38,,,1730444426.0,47.79174,-122.44311
cand_02y8e225DUl3FAsxU4jR6n,2024-11-02_10.59.44,2024-11-02,10.59.44,2024-11-02_17.59.44,2024-11-02,17.59.44,,"faint whistles/echolocation SRKWs in area, Squealing, Faint killer whale calls",1730444426.0,47.79174,-122.44311
cand_02y8eFvA3MqlwG8HgVwipv,2024-11-02_11.08.59,2024-11-02,11.08.59,2024-11-02_18.08.59,2024-11-02,18.08.59,,whistles,1730530831.0,47.79174,-122.44311
cand_02y8eTxP5wjZbkRSeCCPIK,2024-11-02_11.17.57,2024-11-02,11.17.57,2024-11-02_18.17.57,2024-11-02,18.17.57,,Calling,1730530831.0,47.79174,-122.44311
cand_02y8djE1aEhTIbA1xU9FJc,2024-11-02_10.47.38,2024-11-02,10.47.38,2024-11-02_17.47.38,2024-11-02,17.47.38,,,1730444426.0,47.81792,-122.4117
cand_02y8e225DUl3FAsxU4jR6n,2024-11-02_10.59.44,2024-11-02,10.59.44,2024-11-02_17.59.44,2024-11-02,17.59.44,,"faint whistles/echolocation SRKWs in area, Squealing, Faint killer whale calls",1730444426.0,47.81792,-122.4117
cand_02y8eFvA3MqlwG8HgVwipv,2024-11-02_11.08.59,2024-11-02,11.08.59,2024-11-02_18.08.59,2024-11-02,18.08.59,,whistles,1730530831.0,47.81792,-122.4117
cand_02y8eTxP5wjZbkRSeCCPIK,2024-11-02_11.17.57,2024-11-02,11.17.57,2024-11-02_18.17.57,2024-11-02,18.17.57,,Calling,1730530831.0,47.81792,-122.4117
cand_02y8epNcvZBu0P8JDxOfm0,2024-11-02_11.31.38,2024-11-02,11.31.38,2024-11-02_18.31.38,2024-11-02,18.31.38,,,1730530831.0,47.81792,-122.4117
cand_02y8euCs1Lj6qXsm1GwU3B,2024-11-02_11.35.16,2024-11-02,11.35.16,2024-11-02_18.35.16,2024-11-02,18.35.16,,"Calls and EL clicks, Srkw",1730530831.0,47.81792,-122.4117
cand_02y8f0gj3zlIVBohcWmNrX,2024-11-02_11.39.47,2024-11-02,11.39.47,2024-11-02_18.39.47,2024-11-02,18.39.47,,"Whistles, calls, and squeaks!",1730530831.0,47.81792,-122.4117
cand_02y8fYOL09BVyb9xe1PpdN,2024-11-02_11.47.07,2024-11-02,11.47.07,2024-11-02_18.47.07,2024-11-02,18.47.07,,,1730530831.0,47.81792,-122.4117
cand_02y8djE1aEhTIbA1xU9FJc,2024-11-02_10.47.38,2024-11-02,10.47.38,2024-11-02_17.47.38,2024-11-02,17.47.38,,,1730444426.0,47.84511,-122.39076
cand_02y8e225DUl3FAsxU4jR6n,2024-11-02_10.59.44,2024-11-02,10.59.44,2024-11-02_17.59.44,2024-11-02,17.59.44,,"faint whistles/echolocation SRKWs in area, Squealing, Faint killer whale calls",1730444426.0,47.84511,-122.39076
cand_02y8eFvA3MqlwG8HgVwipv,2024-11-02_11.08.59,2024-11-02,11.08.59,2024-11-02_18.08.59,2024-11-02,18.08.59,,whistles,1730530831.0,47.84511,-122.39076
cand_02y8eTxP5wjZbkRSeCCPIK,2024-11-02_11.17.57,2024-11-02,11.17.57,2024-11-02_18.17.57,2024-11-02,18.17.57,,Calling,1730530831.0,47.84511,-122.39076
cand_02y8epNcvZBu0P8JDxOfm0,2024-11-02_11.31.38,2024-11-02,11.31.38,2024-11-02_18.31.38,2024-11-02,18.31.38,,,1730530831.0,47.84511,-122.39076
cand_02y8euCs1Lj6qXsm1GwU3B,2024-11-02_11.35.16,2024-11-02,11.35.16,2024-11-02_18.35.16,2024-11-02,18.35.16,,"Calls and EL clicks, Srkw",1730530831.0,47.84511,-122.39076
cand_02y8f0gj3zlIVBohcWmNrX,2024-11-02_11.39.47,2024-11-02,11.39.47,2024-11-02_18.39.47,2024-11-02,18.39.47,,"Whistles, calls, and squeaks!",1730530831.0,47.84511,-122.39076
cand_02y8fYOL09BVyb9xe1PpdN,2024-11-02_11.47.07,2024-11-02,11.47.07,2024-11-02_18.47.07,2024-11-02,18.47.07,,,1730530831.0,47.84511,-122.39076
cand_02y8djE1aEhTIbA1xU9FJc,2024-11-02_10.47.38,2024-11-02,10.47.38,2024-11-02_17.47.38,2024-11-02,17.47.38,,,1730444426.0,47.88772,-122.35848
cand_02y8e225DUl3FAsxU4jR6n,2024-11-02_10.59.44,2024-11-02,10.59.44,2024-11-02_17.59.44,2024-11-02,17.59.44,,"faint whistles/echolocation SRKWs in area, Squealing, Faint killer whale calls",1730444426.0,47.88772,-122.35848
cand_02y8eFvA3MqlwG8HgVwipv,2024-11-02_11.08.59,2024-11-02,11.08.59,2024-11-02_18.08.59,2024-11-02,18.08.59,,whistles,1730530831.0,47.88772,-122.35848
cand_02y8eTxP5wjZbkRSeCCPIK,2024-11-02_11.17.57,2024-11-02,11.17.57,2024-11-02_18.17.57,2024-11-02,18.17.57,,Calling,1730530831.0,47.88772,-122.35848
cand_02y8epNcvZBu0P8JDxOfm0,2024-11-02_11.31.38,2024-11-02,11.31.38,2024-11-02_18.31.38,2024-11-02,18.31.38,,,1730530831.0,47.88772,-122.35848
cand_02y8euCs1Lj6qXsm1GwU3B,2024-11-02_11.35.16,2024-11-02,11.35.16,2024-11-02_18.35.16,2024-11-02,18.35.16,,"Calls and EL clicks, Srkw",1730530831.0,47.88772,-122.35848
cand_02y8f0gj3zlIVBohcWmNrX,2024-11-02_11.39.47,2024-11-02,11.39.47,2024-11-02_18.39.47,2024-11-02,18.39.47,,"Whistles, calls, and squeaks!",1730530831.0,47.88772,-122.35848
cand_02y8fYOL09BVyb9xe1PpdN,2024-11-02_11.47.07,2024-11-02,11.47.07,2024-11-02_18.47.07,2024-11-02,18.47.07,,,1730530831.0,47.88772,-122.35848
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.88772,-122.35848
cand_02y8eFvA3MqlwG8HgVwipv,2024-11-02_11.08.59,2024-11-02,11.08.59,2024-11-02_18.08.59,2024-11-02,18.08.59,,whistles,1730530831.0,47.89624,-122.35368
cand_02y8eTxP5wjZbkRSeCCPIK,2024-11-02_11.17.57,2024-11-02,11.17.57,2024-11-02_18.17.57,2024-11-02,18.17.57,,Calling,1730530831.0,47.89624,-122.35368
cand_02y8epNcvZBu0P8JDxOfm0,2024-11-02_11.31.38,2024-11-02,11.31.38,2024-11-02_18.31.38,2024-11-02,18.31.38,,,1730530831.0,47.89624,-122.35368
cand_02y8euCs1Lj6qXsm1GwU3B,2024-11-02_11.35.16,2024-11-02,11.35.16,2024-11-02_18.35.16,2024-11-02,18.35.16,,"Calls and EL clicks, Srkw",1730530831.0,47.89624,-122.35368
cand_02y8f0gj3zlIVBohcWmNrX,2024-11-02_11.39.47,2024-11-02,11.39.47,2024-11-02_18.39.47,2024-11-02,18.39.47,,"Whistles, calls, and squeaks!",1730530831.0,47.89624,-122.35368
cand_02y8fYOL09BVyb9xe1PpdN,2024-11-02_11.47.07,2024-11-02,11.47.07,2024-11-02_18.47.07,2024-11-02,18.47.07,,,1730530831.0,47.89624,-122.35368
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.89624,-122.35368
cand_02y8epNcvZBu0P8JDxOfm0,2024-11-02_11.31.38,2024-11-02,11.31.38,2024-11-02_18.31.38,2024-11-02,18.31.38,,,1730530831.0,47.90775,-122.35059
cand_02y8euCs1Lj6qXsm1GwU3B,2024-11-02_11.35.16,2024-11-02,11.35.16,2024-11-02_18.35.16,2024-11-02,18.35.16,,"Calls and EL clicks, Srkw",1730530831.0,47.90775,-122.35059
cand_02y8f0gj3zlIVBohcWmNrX,2024-11-02_11.39.47,2024-11-02,11.39.47,2024-11-02_18.39.47,2024-11-02,18.39.47,,"Whistles, calls, and squeaks!",1730530831.0,47.90775,-122.35059
cand_02y8fYOL09BVyb9xe1PpdN,2024-11-02_11.47.07,2024-11-02,11.47.07,2024-11-02_18.47.07,2024-11-02,18.47.07,,,1730530831.0,47.90775,-122.35059
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.90775,-122.35059
cand_02y8fYOL09BVyb9xe1PpdN,2024-11-02_11.47.07,2024-11-02,11.47.07,2024-11-02_18.47.07,2024-11-02,18.47.07,,,1730530831.0,47.93524,-122.34012
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.93524,-122.34012
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.9478,-122.33505
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.95902,-122.33201
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.97925,-122.32514
cand_02y8fzM8TZBKkGoOThAowP,2024-11-02_12.17.27,2024-11-02,12.17.27,2024-11-02_19.17.27,2024-11-02,19.17.27,,"Hi Dr.Scott, what Pod is passing in Mukilteo? Is it J Pod? It seems they passed the Straits, probably they come from BC !? Last year happened the same thing on this date . I hadn’t listened online an Orca’s call before,just that freak show by SeaWorld with poor Tillikum… Well, it took a year since I wrote to you but they come to Puget Sound on my birthday, the some way, is a gift to me. Hugs to you and team . Renata from Brazil., Calls on Sunset Hydrophones 1256",1730530831.0,47.96546,-122.32446
cand_02yAPyyApxCUXTqjJJAvvL,2024-11-05_12.40.07,2024-11-05,12.40.07,2024-11-05_20.40.07,2024-11-05,20.40.07,,Faint calls,1730530831.0,47.83791,-122.42134
cand_02yAPyyApxCUXTqjJJAvvL,2024-11-05_12.40.07,2024-11-05,12.40.07,2024-11-05_20.40.07,2024-11-05,20.40.07,,Faint calls,1730530831.0,47.85611,-122.41962
cand_02yAQgBXl2MnCJzdLsiWaK,2024-11-05_13.08.15,2024-11-05,13.08.15,2024-11-05_21.08.15,2024-11-05,21.08.15,,Still hearing faint calls,1730530831.0,47.85611,-122.41962
cand_02yAQvViyl0AVJCHjvbQ98,2024-11-05_13.18.33,2024-11-05,13.18.33,2024-11-05_21.18.33,2024-11-05,21.18.33,,,1730530831.0,47.85611,-122.41962
cand_02yAPyyApxCUXTqjJJAvvL,2024-11-05_12.40.07,2024-11-05,12.40.07,2024-11-05_20.40.07,2024-11-05,20.40.07,,Faint calls,1730530831.0,47.85718,-122.39635
cand_02yAQgBXl2MnCJzdLsiWaK,2024-11-05_13.08.15,2024-11-05,13.08.15,2024-11-05_21.08.15,2024-11-05,21.08.15,,Still hearing faint calls,1730530831.0,47.85718,-122.39635
cand_02yAQvViyl0AVJCHjvbQ98,2024-11-05_13.18.33,2024-11-05,13.18.33,2024-11-05_21.18.33,2024-11-05,21.18.33,,,1730530831.0,47.85718,-122.39635
cand_02yARAnTV9j52W5Xjyy1bR,2024-11-05_13.28.31,2024-11-05,13.28.31,2024-11-05_21.28.31,2024-11-05,21.28.31,,"Still hearing faint calls, J-pod calls",1730530831.0,47.85718,-122.39635
cand_02yARhWt7Y9fWFabbAFa3b,2024-11-05_13.47.42,2024-11-05,13.47.42,2024-11-05_21.47.42,2024-11-05,21.47.42,,,1730530831.0,47.85718,-122.39635
cand_02yAPyyApxCUXTqjJJAvvL,2024-11-05_12.40.07,2024-11-05,12.40.07,2024-11-05_20.40.07,2024-11-05,20.40.07,,Faint calls,1730530831.0,47.86207,-122.38711
cand_02yAQgBXl2MnCJzdLsiWaK,2024-11-05_13.08.15,2024-11-05,13.08.15,2024-11-05_21.08.15,2024-11-05,21.08.15,,Still hearing faint calls,1730530831.0,47.86207,-122.38711
cand_02yAQvViyl0AVJCHjvbQ98,2024-11-05_13.18.33,2024-11-05,13.18.33,2024-11-05_21.18.33,2024-11-05,21.18.33,,,1730530831.0,47.86207,-122.38711
cand_02yARAnTV9j52W5Xjyy1bR,2024-11-05_13.28.31,2024-11-05,13.28.31,2024-11-05_21.28.31,2024-11-05,21.28.31,,"Still hearing faint calls, J-pod calls",1730530831.0,47.86207,-122.38711
cand_02yARhWt7Y9fWFabbAFa3b,2024-11-05_13.47.42,2024-11-05,13.47.42,2024-11-05_21.47.42,2024-11-05,21.47.42,,,1730530831.0,47.86207,-122.38711
cand_02yAQgBXl2MnCJzdLsiWaK,2024-11-05_13.08.15,2024-11-05,13.08.15,2024-11-05_21.08.15,2024-11-05,21.08.15,,Still hearing faint calls,1730530831.0,47.8787,-122.37432
cand_02yAQvViyl0AVJCHjvbQ98,2024-11-05_13.18.33,2024-11-05,13.18.33,2024-11-05_21.18.33,2024-11-05,21.18.33,,,1730530831.0,47.8787,-122.37432
cand_02yARAnTV9j52W5Xjyy1bR,2024-11-05_13.28.31,2024-11-05,13.28.31,2024-11-05_21.28.31,2024-11-05,21.28.31,,"Still hearing faint calls, J-pod calls",1730530831.0,47.8787,-122.37432
cand_02yARhWt7Y9fWFabbAFa3b,2024-11-05_13.47.42,2024-11-05,13.47.42,2024-11-05_21.47.42,2024-11-05,21.47.42,,,1730530831.0,47.8787,-122.37432
cand_02yAQgBXl2MnCJzdLsiWaK,2024-11-05_13.08.15,2024-11-05,13.08.15,2024-11-05_21.08.15,2024-11-05,21.08.15,,Still hearing faint calls,1730530831.0,47.89447,-122.36299
cand_02yAQvViyl0AVJCHjvbQ98,2024-11-05_13.18.33,2024-11-05,13.18.33,2024-11-05_21.18.33,2024-11-05,21.18.33,,,1730530831.0,47.89447,-122.36299
cand_02yARAnTV9j52W5Xjyy1bR,2024-11-05_13.28.31,2024-11-05,13.28.31,2024-11-05_21.28.31,2024-11-05,21.28.31,,"Still hearing faint calls, J-pod calls",1730530831.0,47.89447,-122.36299
cand_02yARhWt7Y9fWFabbAFa3b,2024-11-05_13.47.42,2024-11-05,13.47.42,2024-11-05_21.47.42,2024-11-05,21.47.42,,,1730530831.0,47.89447,-122.36299
cand_02yAQvViyl0AVJCHjvbQ98,2024-11-05_13.18.33,2024-11-05,13.18.33,2024-11-05_21.18.33,2024-11-05,21.18.33,,,1730530831.0,47.9046,-122.35716
cand_02yARAnTV9j52W5Xjyy1bR,2024-11-05_13.28.31,2024-11-05,13.28.31,2024-11-05_21.28.31,2024-11-05,21.28.31,,"Still hearing faint calls, J-pod calls",1730530831.0,47.9046,-122.35716
cand_02yARhWt7Y9fWFabbAFa3b,2024-11-05_13.47.42,2024-11-05,13.47.42,2024-11-05_21.47.42,2024-11-05,21.47.42,,,1730530831.0,47.9046,-122.35716
cand_02yARAnTV9j52W5Xjyy1bR,2024-11-05_13.28.31,2024-11-05,13.28.31,2024-11-05_21.28.31,2024-11-05,21.28.31,,"Still hearing faint calls, J-pod calls",1730530831.0,47.91956,-122.34789
cand_02yARhWt7Y9fWFabbAFa3b,2024-11-05_13.47.42,2024-11-05,13.47.42,2024-11-05_21.47.42,2024-11-05,21.47.42,,,1730530831.0,47.91956,-122.34789
